Gene
PWWP4
PWWP4
SPDYE10
ZC3H11B
ZC3H11C
KCP
ATG7
CORIN
ASAH2B
OR51A4
NBPF10
RSPH10B2
ADAMTS20
OBSCN
ANKRD36C
NXNL1
NPIPB11
DENND5B
ASAH2
DNAAF9
MTFR1
NBPF15
MARCHF6
ACBD6
SORD
DUX4
BFSP1
TTN
EP400
DDRGK1
DHRS2
CUEDC1
USP17L18
RASA4
PRAMEF6
FAM86B2
KCNJ18
NPY4R2
NBPF9
VCL
TAS1R3
POTEH
SSTR5
LPAR1
FAM186A
OR4F17
GATA5
E2F1
EP400
SPDYE6
ZNF320
ZNF780B
MDH2
POLR2J2
FAM90A10
TCP11X2
TCP11X2
LGALS9C
AATK
C3AR1
TFB1M
ZNF418
CCP110
SMIM12
IGFN1
RASA4B
NPIPB5
POLR2J3
OTUD7A
PRAMEF9
NPIPB8
MYO9B
DNAH17
XRCC1
MACF1
TEX13C
NBPF9
NUP214
IGFN1
MUC12
SLCO4A1
ARHGEF5
DNAH8
BYSL
PITPNM2
CHRNA4
NLRP13
ZNF217
SVIL
DET1
MTFR1
ENTPD2
PCNT
TSHZ1
ATMIN
TPRA1
CYP2A13
FRMPD2
CLSTN1
CLTCL1
SEPTIN12
MYO16
PAPSS1
FOXD4L3
FBLN1
GOLGA8B
AGAP4
ANXA8L1
FHOD3
POLR2J2
AGAP4
NPIPB5
EVPL
MYO9B
PSG3
POTEI
KCNJ14
ARHGEF5
HBG1
C3orf62
GOLGA8A
AQP12A
ADGRF3
NPIPB8
FCER2
NUTM2B
C1QTNF9
FAM86B1
NUTM2E
NBPF11
GOLGA8F
GOLGA8N
HFM1
ARHGAP6
ARHGAP6
RGPD3
FAM86B1
HRNR
IFNL3
AQP12A
NBPF11
LGALS9B
FLG2
RFPL4AL1
MAGEB6
TNRC6C
KIAA1549L
HRNR
SPATA31A6
TRIM74
DNHD1
LGALS9C
NPIPB2
COG7
ARHGEF25
MUC5B
ISM2
CYP2B6
OR2A1
PGLYRP2
HEATR1
GOLGA8A
WASHC2A
SPDYE4
ARHGEF35
GOLGA8F
AQP12B
CTAGE15
SH3BP1
AQP12B
GAGE13
GAGE13
NBPF20
NUTM2B
RFPL4AL1
BRD9
VRTN
POTEG
ANKRD20A1
ANKRD20A1
CTAGE15
DNAAF5
CTAGE6
CTAGE6
WASHC2A
RGPD3
OR2T8
NUTM2D
IL17RE
NUTM2D
NPIPB12
PCDHA9
NBPF20
PPARD
POTEG
GOLGA8O
PSG7
PJA2
NPY4R
NUTM2A
TEX13C
CT45A9
CT45A9
GOLGA8O
GOLGA6L9
PSG8
OR2A42
POTEE
SSU72L5
OR2T8
CD163L1
OR2A42
OR51A2
USP17L12
GTF2IRD2B
AHNAK2
AHNAK2
ALK
ANKRD30A
ARHGEF35
BMP8B
BTN3A1
CCDC110
CCDC74A
CDK11B
CGB5
CLEC18A
CLEC18A
CLEC18C
CR1
CSH1
ERVV-2
ERVV-2
EVL
EVL
FAM47C
FAM47C
FAM90A9
FUT5
GOLGA6A
GOLGA6B
GOLGA6D
GOLGA6L10
GOLGA6L6
KCNJ18
KLRC3
LGALS7
LGALS7B
MUC17
MUC5AC
MUC5AC
NBPF14
NBPF14
NBPF15
NBPF4
NBPF4
NPIPB15
NPIPB4
OR2A1
OR2T27
OR4F5
OR4F5
PARP4
PCDHB8
PCDHB8
POTEB2
POTEB2
PRR36
RBM33
RGPD2
RGPD4
RIMBP3B
RIMBP3B
RRP7A
RSPH10B
SPANXD
SPANXD
SPATA31A1
SPATA31A3
SPATA31F1
SPDYE9
SPIN2A
SPIN2A
SYT15B
TCAF2
THOC3
TMEM191C
TRIM49
UBC
WASHC2C
WASHC2C
ZNF98
DLG2
IDO2
WDR97
PKD1L1
BTAF1
CCDC57
GSX1
NHSL1
SIK2
STYXL1
TICRR
OLAH
BMI1
RTKN
ETHE1
DIP2A
ARHGAP12
ZNF75A
FMNL1
TRAPPC2L
IRGC
DOC2A
KRT15
ITK
PCNP
IFNA14
ERLEC1
PCNX3
AKAP4
AKAP4
NUDT19
LMNTD2
TEX19
DENND4B
NRG1
CYP24A1
ADAMTS18
XAB2
LYPD8
TTI1
TBC1D13
APBB2
FCN1
HECTD4
MINDY4
ZNF33A
ZNF594
ADGRF3
OR4D5
MEPCE
BCL2A1
ATAD2B
MARVELD3
RIMBP2
PDPR
OR51A2
SLC35D2
LIPE
PRB2
MPZL2
CHST2
SIPA1L2
CLEC18B
RGPD2
PSG8
DNAH3
ZNF587
FSCB
SPATA31A3
KLRC2
POTEE
RAET1L
SLC6A14
AKR1C8
TAB3
DEFA3
GABRQ
RIMBP2
USP17L11
IL9R
GOLGA6L6
USP17L11
RIMBP3
AFAP1L2
FCHSD1
PLXNA3
OR4N4C
CTAG2
CTAG2
BMP8B
BNIP5
FAM72D
RAET1L
GOLGA8S
DEFB104B
ACOT2
CENPVL3
CENPVL3
MUC17
RIMBP3
ERFL
CLEC18B
RIMBP3C
PGA3
VCX2
VCX2
ZMIZ2
CGB1
HCAR3
ZNF710
CASZ1
SLC16A6
ZDHHC11B
ACOT1
FOXD4L6
POTEB3
GOLGA8S
NUTM2F
PCDHB10
GTF2IRD2
SPATA31A1
SOX4
SETBP1
SUCLG1
LDB3
KRT5
CFD
CUL9
ERICH2
FAM86B2
GOLGA6L22
GOLGA6L6
LRRC45
MADCAM1
MAP3K10
PCDHB8
ZNF880
GLI2
CNTNAP3B
ELP3
GOLGA6A
GOLGA6L4
MN1
POLE
SETD1B
NBPF8
NPIPB15
TBCC
ZC3H11C
FAM86B1
CECR2
ACKR4
USP20
NBPF14
MUC12
POTEF
OR11H12
ERVV-1
NBPF12
TVP23C
HRNR
NBPF19
FCRL4
LGALS9C
RGPD3
GPR42
TPRX1
CARMIL3
CCDC74A
CTAGE6
IGFN1
JMY
KLRC2
LGALS7
MUC5AC
NBPF14
NEB
NPIPB5
OR2A1
POTEM
TACC2
TEPSIN
USP17L17
ZNF526
AHNAK2
NACA
TXNDC2
MEP1B
GOLGA8A
MUC5AC
ACOT2
C2orf16
RIMBP3
NTRK2
KCNJ18
SLC4A11
RTTN
ZDHHC9
HFE
ZMIZ1
ARHGEF5
CNTN5
ESPN
FAM3C
MED16
MMP3
MTCH2
NOC4L
VCX
POLR2J2
MUC5AC
WASHC1
CDK11A
WIPF2
MXD1
LHFPL3
ANKRD20A1
ANKRD36C
FGFBP2
KRR1
NEB
TCEANC
ZNF546
ECEL1
TTC28
UNC13C
INF2
SIRT4
KCNJ18
SNAP91
RASA4
TACC2
DENND2C
MTIF2
MUC12
A4GALT
PAPLN
TSHZ1
MUC12
GOLGA6L9
NBPF14
AHNAK2
TCHH
GOLGA8N
ITGA10
TRIOBP
FAM86B2
KLF18
TTLL2
KRT77
MUC3A
MUC3A
OR4N4
RARA
TAL1
TEPSIN
THOC3
VCX3A
ZNF99
NUMA1
NACA
APOL5
HRNR
TXNDC2
DNASE1L2
OR10H3
GAGE12J
NUTM2B
ACOT2
CEP164
SLC2A4RG
NUTM2B
MUC5AC
IGFN1
PKDREJ
ATP1A3
RYR1
ACTN2
ABCA1
CACNA1I
FAM86B1
GAA
OR4F5
SPATA31C1
FAM104A
PSG8
RNF19B
ARHGEF33
SELENOM
ZNF572
ZFYVE9
ATP10A
CLDN6
NELL1
MYBBP1A
COL13A1
DMD
CAPN2
NEFL
RGPD8
GOLGA8R
GABRP
KRTAP10-3
MTHFR
ANKRD36
CNTNAP3B
SLC2A14
SPDYE16
ADGRB2
DCAF13
FAM184B
TMTC1
RBMX
DNASE1L2
POLD1
SSTR5
PUS7L
CHRM5
PRAMEF9
ASAP3
C1QTNF1
FER1L6
LRRC4B
HSPG2
CHD4
DRC1
FGFR1OP2
COG1
WASHC2C
SP140L
DISP1
TRPM2
NECAP2
PRR23D1
FOXD4L3
FOXD4L5
DNAH14
TAS2R31
OR5P2
GOLGA8A
GOLGA8G
PRAMEF18
MUC6
NBPF10
ANKRD36B
FAM86B2
POM121C
OR11H12
GOLGA8F
PCDHB16
KRTAP9-6
LAIR1
POTEE
HNRNPA1L3
MROH7
AHNAK2
ERVV-2
GOLGA8B
LRRC23
NBPF8
POTEM
RGPD4
RIMBP3B
SSU72L1
TAS2R19
TCAF2
UBC
KCNF1
CCN3
HECTD3
PGRMC1
EPB41L3
CABIN1
KLHL30
EEF2K
PCSK6
ZFPM1
NUTM1
KCTD19
SLF1
CHADL
SHROOM2
IRF2BP1
OR2A7
OR4N4C
SYT15B
OR2T29
RIMBP3C
BMP8B
SIGLEC11
PRAMEF5
CACNA1I
MYH7
MLXIPL
KRT18
DCC
VPS4A
VARS2
SLC2A3
HOXD13
PRSS1
TTN
PRSS2
SEC23B
CREB3L3
KRT9
RPGR
GUCA1B
KCNQ1
DPP6
KCNJ18
KMT2E
HMCN1
ALDH2
ANKRD36
ANKRD36C
AQP12A
ASAH2B
CNTNAP3B
DHRS4L2
FAM86B1
FRG2C
GAGE13
GARRE1
GOLGA6L1
GXYLT1
HLA-DRB5
ITPKB
LRRC37A2
MAGEA11
MTCH2
MUC3A
MUC4
MUC6
NOC4L
OR2T35
OR8U1
PABPC3
PLCD4
PRAMEF33
RAD51B
SIRPA
SLC25A5
SYNPO2L
TAL1
TBC1D3B
VCX
ZNF717
ZNG1C
P2RY6
DSG3
ITGA2B
XIRP2
FBXW8
ZNF780A
CHST4
KRT18
RPL10A
SLC17A8
NMRAL1
ALOX15
FOXD4L4
POLK
ZNF613
BDH1
LIPC
SLCO1C1
ATP2C2
KRT81
RNF25
CAPN1
ZP3
CORO2A
FBN3
TNFRSF10B
PCDHA10
HDAC9
GREB1L
SOX7
NFIX
PARP4
HLA-DQB1
KMT2C
SH3KBP1
MCM7
PRR12
AGAP3
RWDD2B
WIPF3
HSD17B6
KCNH6
OPHN1
ASS1
ZNF846
DMXL2
KIF13A
RGPD8
DSPP
GOLGA6L10
GOLGA6L6
GOLGA8R
KRTAP5-10
KRTAP5-4
KRTAP5-5
KRTAP5-7
MAGEC1
MYO9B
PI4K2B
SUPT20HL2
ANKRA2
NXPE2
SCN3A
PLEKHG5
MUC5B
MYO18A
AKR1C8
PI4KA
OTP
FAM86B2
PHKB
OR2T33
SPTBN1
ABCA8
ABHD18
ATAD3C
CLEC18B
CRISPLD2
CT45A5
DRC3
DUX4
EHBP1L1
FAM153A
FAM86B2
FAM90A22
FAM90A8
FBXL6
GOLGA6C
GOLGA6L4
GOLGA6L9
GOLGA8H
GOLGA8H
GOLGA8K
GOLGA8S
HLA-A
LRRC4B
MMS22L
NBPF10
NPY4R2
NUTM2A
PAGE1
POM121C
PRAMEF6
RFPL4A
SAAL1
SPDYE6
TBC1D3I
THOC3
WDR17
ZNF320
COQ8A
HSPA14
ANKRD24
USP47
KDM4C
COMMD10
ASAH2
CALCR
CEP290
SEZ6L
RECQL4
RIMS2
PZP
CC2D1A
PSD
TTC7A
TMC3
TRIM8
GRIK4
HIGD1A
NBPF10
PPID
OBSCN
SLC46A1
KCNJ12
NEK4
NBEA
TECPR2
PFKP
B3GNT6
MYO9A
ARRB1
NEDD4L
ARHGEF16
ADAM17
GAK
JARID2
RLF
AGPAT2
ATP11B
KIF2C
PLAU
EXOSC10
MGAT4C
TCF20
VPS11
PDLIM2
EFCAB7
ZNF701
PCYOX1L
PRR23D1
DNAH12
FRAS1
ADNP2
TEX264
RCOR2
CR1
TREML4
AGAP9
ADCY5
BOC
NKG7
UNC45B
KRT6B
RYR2
DAB2IP
ARHGEF7
ZNF695
PRAMEF27
PRAMEF9
GRM5
NBPF8
NBPF8
ZC3H11C
RIMBP3
USP34
PIK3R5
ARHGEF7
STMN3
PTPRO
RRP7A
FCHO2
NBPF19
COL4A1
AK7
RASEF
TTI2
CC2D1B
NUDT12
COL6A6
CNTNAP3
ARAP3
UBR3
VWF
ALOXE3
HSPG2
LILRB1
RHD
AMER3
CYP2D6
GEMIN7
USP17L18
ALOX5
GOLGA8A
ERLIN2
PRAMEF5
LILRB3
ECHDC1
DNAH17
NBPF9
OR2T33
RNF213
TAS2R19
INSC
SPPL2C
ATN1
MRPL51
ZDHHC11B
WASHC2C
FLG
TRIM43
DHX32
DPP6
LRRC18
CLEC18A
GPHB5
MAP3K14
PLIN4
CCDC88C
EML5
TCP11X2
FRG1
SLC44A2
CISD3
SORBS2
VLDLR
ECPAS
FAM217A
DCAF10
PLEKHG4
FLG
TPSAB1
C4A
CA12
LILRA1
PIGS
COL8A2
STAM
IWS1
MAMDC4
NBPF11
FOXD4L1
DNAH12
ALPG
PXDNL
MUC12
RPP30
IGFN1
KRT86
F5
GANC
APOL2
PRAMEF27
CNOT6L
YLPM1
WFDC12
IKZF5
UGT1A8
HLA-B
C4orf50
TCAF2
GTF2H2C
ELFN1
MRPS18A
CMTM1
ZNF416
HERC2
HRNR
FOXD4L3
OR2T34
CGB2
FRMPD1
LGALS7B
TAS2R46
ZNF546
AGAP4
DIP2A
VIM
ZNF823
SGO2
SPDYE2B
CDH23
TAS2R31
POTEF
B4GALNT2
WASHC1
MPIG6B
C1QTNF9
ARHGEF33
LBHD1
GOLGA8Q
NPIPB7
RASAL3
ZFX
WASHC2A
CYP21A2
SUSD2
NBPF14
POTEI
NOL9
TAS2R43
HBG1
GOLGA8A
ESPL1
MCMBP
TRIM5
NEU4
RGPD4
IGFN1
ZNF705D
GAGE12G
ZNF710
INPPL1
BMP8A
ZGLP1
MUC20
PRR5
YME1L1
FBXW10
KIR2DL1
CTAGE4
FAM3B
NCAM2
PCDHGB4
CEP162
PRAMEF18
NBPF12
LEUTX
RFPL4AL1
NPIPB8
PSG3
TRAPPC10
ASAH2B
ANKRD36C
CNTNAP3B
LGALS9C
ELMOD3
OR2T34
NPIPB6
GOLGA6L2
AKAP11
SLC35G4
CYP2B6
NPIPA5
NPIPB15
CSE1L
TARBP1
KRTAP4-7
OR2A1
NBPF3
RHOXF2
ZNF814
LAIR2
YBX2
FAM90A10
PRAMEF10
ZNF322
GOLGA8B
NBPF20
ZNF235
KRTAP9-6
BRD9
CTAGE6
SPANXC
TPSB2
ZBP1
NPIPB9
KIR3DL2
MAP6
SNX32
NUTM2D
KLHL33
CEP68
PCDHA9
MUC3A
LILRA2
RIMBP3B
IFITM3
C2orf16
GSTT2B
NUTM2A
AHNAK
OR2T3
VGF
PNMA6A
R3HCC1
FAM90A10
SPATA31A1
OR2T29
PRR14L
CCDC157
GTF2IRD2B
AHNAK2
AMY2A
ANAPC1
ANKRD30A
ANXA8
APOBEC1
APOBEC3A
ARHGEF35
ARHGEF5
BTN3A1
CADM1
CCDC110
CCDC74A
CDK11B
CGB3
CGB5
CHRFAM7A
CR1
CSH1
DDX19A
DEFB4B
DEFB4B
ELF4
ERVV-2
FAM120A
FAM90A23
FRMPD2
GOLGA6A
GOLGA6B
GOLGA6L6
GPAT2
HRNR
HSPA1A
HSPA1B
KIR2DL3
KLRC3
LGALS7
LRRC37A3
LTK
MBD3L2
MUC12
MUC5AC
NBPF4
NBPF4
NUTM2B
NUTM2D
NUTM2E
OR2A1
OR2A42
OR51A2
OSMR
PCDHB8
PLIN4
PNMA8B
POTEI
POTEJ
PRAMEF9
PSPH
QRICH2
RASA4B
SPATA31F1
SPDYE2
SSU72L4
STRN
SULT1A3
THOC3
TMEM191C
TRIM49B
TXNDC2
USP17L17
USP43
ZNF341
ZNF444
ZNF705B
ZNF888
ABI1
OR2T1
PLSCR5
TK2
MAST4
MCPH1
ADSS1
SP9
CHFR
C11orf54
CKMT1A
PSMD2
PRKX
OTOP1
MASP2
HBE1
ZNF578
SNPH
PLCL1
PRKDC
PTGER4
SLC4A5
CLK3
ESX1
FHOD1
SYNJ2
COPS3
KSR1
SHROOM2
CEMP1
RPGRIP1L
TINAG
CATSPERG
ADCY4
TLX1
CD248
GMIP
SUPT20H
TNK2
DST
FOXF2
PELI1
PSMC5
ZNF507
DYNC2H1
HELZ
ZNFX1
HES1
ALX3
PELI2
FBXL16
MYO10
PLEKHA7
NBEAL1
ZNF280D
EEFSEC
SLC7A1
XAGE5
SLC18A1
NKX6-3
SMOC1
CHMP2A
KCNB2
LGALS9B
ACSM2B
CDK5RAP1
PALD1
ZNF518A
POTEG
GVQW3
ANKRD20A1
SUN2
CCDC180
ZNF587
KLRC2
POTEE
PHF24
RIMBP3B
OR14J1
C15orf39
OVCH2
LY6G5C
CTAGE9
CIST1
PRAMEF25
PCDHB7
C2CD2L
USP17L11
NOTCH1
GOLGA8J
MTUS1
CDKN2AIP
OR2T8
OR4N4C
NBPF12
CTAG2
SYT15B
NBPF9
OR51A2
MUC17
SYT15
RGPD2
NUTM2E
ZNF490
CNTRL
OR1D5
GOLGA8M
GOLGA8B
RAET1L
SLC35D3
SSU72L5
CYSRT1
ACOT2
CENPVL3
UGGT2
LAIR1
PGA3
RIMBP3C
VCX2
HLA-DQB2
HSF1
GOLGA6L9
GOLGA8R
NBPF19
BMP8B
HLA-DRB5
PRAMEF18
WASHC2C
SLC16A6
CORO7
ZNF730
POTEM
RGPD3
FAM186A
FOXD4L6
KRTAP9-4
FMN2
NUTM2F
EPPK1
NPIPB6
SPATA31A1
PRR16
GTF2IRD2
PRAMEF7
PRAMEF8
CACNA1C
KMT2B
STAG2
RERE
SETD2
TTN
DGKQ
LRGUK
MUC3A
PCDHA8
ZNG1C
TDRD6
AKR1C8
PABPC3
KRT6C
ASXL3
HRCT1
RGPD8
ATP1A4
ANKRD36C
EBF4
GOLGA6C
GOLGA6L4
WASHC1
OR51T1
LTBP1
BICRA
ZNG1E
SPINK5
EXO1
RASA4
UNC13B
GOLGA6L24
NBPF8
EPPK1
INF2
INF2
ZFHX3
ANAPC1
NBPF12
NBPF8
CLEC18A
DNHD1
GOLGA8S
ARHGEF7
HRNR
GOLGA6L4
EPPK1
NPY4R2
FOXD4L5
IGFN1
MUC12
MUC12
IGFN1
KCP
NPIPB5
AGAP4
WASHC2A
HRNR
GAGE13
CNTNAP3B
POTEM
POTEH
TRIOBP
CPHXL
AGAP4
AHNAK2
AKR1C1
ANKRD20A1
CARMIL3
CGB3
FMN2
KLRC2
KRTAP10-6
LGALS7B
LIAT1
NBPF4
PRAMEF9
RASA4
RASA4B
SPATA31A3
SSU72L1
USP17L22
WIPF3
PCDHB16
KRTAP5-10
MAPKAP1
PDE4DIP
CTAGE15
OR1D5
RIMBP3
GOLGA6L6
NBPF10
NACA
NPIPB12
SPATA31A1
SLC16A6
RGPD3
GOLGA8S
HYDIN
FHOD3
LDB3
BTNL8
CNTN5
EVL
PRMT8
RAD9A
NABP2
PRKACA
ATP1A4
EPS15L1
GOLGA6L6
SH3BP1
AKR1C8
CCDC124
CDC42BPG
DENND2C
GOLGA6C
NBEAL2
POTEF
PTPN6
ZNG1E
FAT4
KMT2B
RIMBP3
KDM6B
TTN
CTH
GLYR1
ATP11B
LMTK3
CNTNAP3
ZC3H11B
MUC12
CEMIP
KRT6C
POTEJ
NPIPB8
XIRP1
PRG4
GOLGA8N
SPATA31A6
C4orf54
GOLGA8B
SMPD3
RGPD3
PCDHA9
NBPF10
HRNR
MUC12
NUTM2A
RIMBP3B
ZAN
CATSPER2
CLEC18A
CLEC18C
CNTNAP3
CRNN
ERVV-2
GOLGA6L6
LMOD2
NBPF12
NBPF14
NBPF19
NBPF8
NPIPB11
POTEM
RRBP1
SHROOM3
SSU72L5
USP17L22
WASHC2A
WIPF2
ZNF526
ZNF283
GCN1
MUC5AC
GOLGA8A
ACOT2
ACOT1
EPPK1
IGHMBP2
KCNJ18
KMT2E
TTN
RP1L1
SLX4
ABL2
ANAPC1
ARHGEF5
ESPN
GOLGA6L6
GOLGA6L7
NPIPB12
NXNL1
SRRT
TUBB8B
ZNF880
HSPG2
DCAF8L2
GOLGA6L9
CDC42BPG
CPSF1
DRC3
GOLGA8K
PALM
POLR2J
SHARPIN
STS
TACC2
REG3A
MYO15A
AOAH
RGPD8
PLIN4
KRT6C
RASA4
NOTCH2NLA
ASAH2
POTEF
EPPK1
NBPF14
NBPF11
PRAMEF10
LRP1
TUBB8
MUC12
MUC5B
KRT81
KRTAP4-3
NPIPB7
FLG
MUC5AC
MUC12
NBPF12
TUBB8B
NPIPB8
GOLGA8N
HRNR
ARHGEF35
NBPF11
SLC35G4
NEB
CCDC168
RGPD3
PCDHA9
HRNR
CCDC110
GOLGA8A
LIAT1
NBPF14
NUTM2B
PCDHB11
POTEM
RFPL4AL1
SPDYE2B
WASHC1
TXNDC2
POTEM
SSU72L5
NBPF10
AQP12B
SLK
SIGLEC5
TRIOBP
BMP8B
WIZ
TLR9
C9orf72
KCNJ18
PLIN4
EDEM3
TUBA3D
TTN
CNTN5
FOXD4L4
TDG
TLK1
LONP1
MYPN
FAM47A
KRTAP5-8
SYNPO
TUBB8B
CEBPA
HR
CDC42BPG
PCNX4
SDC1
WDR27
SPEN
SZT2
LDB3
TNC
TRRAP
DSPP
NUTM2B
NBPF8
AP5Z1
ANAPC1
MUC5AC
FAM86B2
ASAH2B
PLIN4
DNAH17
FBXW7
SELENOW
CNTNAP3B
CIMIP2A
PRDM9
FLNC
CFC1
NBPF10
POTEG
SERPINB3
CNTRL
MUC12
NUTM2A
AGAP4
MYOM3
IGFN1
ADGRD1
NBPF10
NWD1
TCHH
HRNR
HOOK1
MUC12
ANKRD20A1
OR2T29
HRNR
NBPF3
AQP12B
OR1L6
GOLGA6B
GOLGA6B
CGB7
RAD9A
GOLGA6L22
PDE4DIP
MUC5AC
POTEE
MUC3A
POTEH
ARHGEF35
ESPN
GLIS3
GOLGA6L6
LIMS1
LMTK3
MAP4K4
NBPF14
PNMA6E
POTEE
POTEM
RGPD2
SSU72L1
SSU72L4
TACC2
UPK3BL1
ZC3H11B
PABPC3
OSBPL5
FAM90A10
EPPK1
CTAGE9
KRTAP5-10
CLEC18A
SPATA31A6
SYT15B
EPPK1
NACA
RFPL4AL1
LMTK2
GOLGA6L6
OR51A2
LRRC37B
ASXL3
CITED2
ZDHHC9
TNFAIP3
SLC4A11
ANK3
ATXN3
BAIAP2
DGKQ
DNAI7
FAM86B2
JMY
MED16
PARP4
FAM86B2
KIAA0753
GOLGA6L2
CDC42BPG
GOLGA6B
HIP1
HYDIN
NBPF8
USH1C
ZNF320
ZNG1E
TRRAP
RASA4B
PI4KA
ANKRD36
FLG
SLC45A1
LRP4
KCNH6
PRAMEF27
ZC3H11B
FOXD4L4
TUBB8B
INF2
CSMD1
MAMDC4
UNC13B
MECOM
HRNR
CLEC18A
MUC5AC
CT45A9
NBPF11
NXNL1
POTEB2
ZNF717
ANKRD36
JMJD1C
